"","mindsCode","tag","response","index","digit1","digit2","digit3","digit4","digit5","digit6","X","left","right","condObs"
"1621","M878529","t100011","Harper did not research the quickest route since she is lazy so she walked the whole way around until she found the food she liked.",1934,1,0,0,0,1,1,"Harper did not research the quickest route since she is lazy so she walked the whole way around until she found the food she liked. _ C=0","Harper did not research the quickest route since she is lazy so she walked the whole way around until she found the food she liked.","C=0","1000"
"1622","M878529","t101100","He doesn't know the area well so didn't know where to find the hot dogs.",1935,1,0,1,1,0,0,"He doesn't know the area well so didn't know where to find the hot dogs. _ K=0","He doesn't know the area well so didn't know where to find the hot dogs.","K=0","1011"
"1623","M878529","t010000","He went to the closest stall since he is lazy and knows the other one is further away.",1936,0,1,0,0,0,0,"He went to the closest stall since he is lazy and knows the other one is further away. _ C=0","He went to the closest stall since he is lazy and knows the other one is further away.","C=0","0100"
"1624","M184959","t101000","Jesse's see pizza as the only option for her and he didnt know the area well so wouldn't know if there is another food truck nearby.",1937,1,0,1,0,0,0,"Jesse sees pizza as the only option and didn't know the area well so wouldn't know if there is another food truck nearby. _ K=0","Jesse sees pizza as the only option and didn't know the area well so wouldn't know if there is another food truck nearby.","K=0","1010"
"1625","M184959","t001010","Brooklyn decided to explore the area and found a hotdog food truck",1938,0,0,1,0,1,0,"Brooklyn decided to explore the area and found a hotdog food truck _ Ku=1","Brooklyn decided to explore the area and found a hotdog food truck","Ku=1","0010"
"1626","M184959","t100111","Harper's decided to find hotdogs",1939,1,0,0,1,1,1,"Harper decided to find hotdogs _ Pu=1","Harper decided to find hotdogs","Pu=1","1001"
"1627","M184959","t011011","Drew knows where his favourite food is",1940,0,1,1,0,1,1,"Drew knows where his favourite food is _ K=1","Drew knows where his favourite food is","K=1","0110"
"1628","M184959","t110110","Parker know where the hot dog is",1941,1,1,0,1,1,0,"Parker knows where the hot dog is _ K=1","Parker knows where the hot dog is","K=1","1101"
"1629","M184959","t010100","Charlie knows where the pizza truck",1942,0,1,0,1,0,0,"Charlie knows where the pizza truck is _ K=1","Charlie knows where the pizza truck is","K=1","0101"
"1630","M184959","t111001","Taylor's decided to try something new",1943,1,1,1,0,0,1,"Taylor decided to try something new _ Pu=0","Taylor decided to try something new","Pu=0","1110"
"1631","M184959","t000101","Adrian do not like hot dog",1944,0,0,0,1,0,1,"Adrian does not like hot dog _ P=1","Adrian does not like hot dog","P=1","0001"
"1632","M606565","t001001","They wanted to go for a walk and get food on the way.",1945,0,0,1,0,0,1,"They wanted to go for a walk and get food on the way. _ Cu=1","They wanted to go for a walk and get food on the way.","Cu=1","0010"
"1633","M606565","t000100","They wanted pizza and went to get some.",1946,0,0,0,1,0,0,"They wanted pizza and went to get some. _ Pu=0","They wanted pizza and went to get some.","Pu=0","0001"
"1634","M606565","t011010","They really fancied a hotdog.",1947,0,1,1,0,1,0,"They really fancied a hotdog. _ Pu=1","They really fancied a hotdog.","Pu=1","0110"
"1635","M606565","t101111","They fancies pizza and a hot dog together.",1948,1,0,1,1,1,1,"They fancied pizza and a hot dog together. _ Unclear","They fancied pizza and a hot dog together.","Unclear","1011"
"1636","M606565","t111000","He didn't want to walk far but was really hungry.",1950,1,1,1,0,0,0,"He didn't want to walk far but was really hungry. _ Su=1","He didn't want to walk far but was really hungry.","Su=1","1110"
"1637","M606565","t010011","He wanted a hot dog and his friends wanted a pizza.",1952,0,1,0,0,1,1,"He wanted a hot dog and his friends wanted a pizza. _ Su=1","He wanted a hot dog and his friends wanted a pizza.","Su=1","0100"
"1638","M473867","t100000","Harper goes to the pizza stand because it is closer and she is lazy",1953,1,0,0,0,0,0,"Harper goes to the pizza stand because it is closer and she is lazy _ C=0","Harper goes to the pizza stand because it is closer and she is lazy","C=0","1000"
"1639","M473867","t000110","Adrian doesn't know the area well so he goes to the nearest hot dog stand",1954,0,0,0,1,1,0,"Adrian doesn't know the area well so he goes to the nearest hot dog stand _ K=0","Adrian doesn't know the area well so he goes to the nearest hot dog stand","K=0","0001"
"1640","M473867","t111010","Taylor takes the short route to the hot dog stand because he knows the area",1955,1,1,1,0,1,0,"Taylor takes the short route to the hot dog stand because he knows the area _ K=1","Taylor takes the short route to the hot dog stand because he knows the area","K=1","1110"
"1641","M473867","t001011","Brooklyn takes the long route to the hotdog stand because they are sporty",1956,0,0,1,0,1,1,"Brooklyn takes the long route to the hotdog stand because they are sporty _ C=1","Brooklyn takes the long route to the hotdog stand because they are sporty","C=1","0010"
"1642","M473867","t110111","Parker takes the longest route because he likes hot dogs",1957,1,1,0,1,1,1,"Parker takes the longest route because he likes hot dogs _ P=1","Parker takes the longest route because he likes hot dogs","P=1","1101"
"1643","M473867","t101001","Jesse doesn't know the area well",1958,1,0,1,0,0,1,"Jesse doesn't know the area well _ K=0","Jesse doesn't know the area well","K=0","1010"
"1644","M473867","t011100","Jesse knows where the pizza stand is so he takes the short route",1959,0,1,1,1,0,0,"Jesse knows where the pizza stand is so he takes the short route _ K=1","Jesse knows where the pizza stand is so he takes the short route","K=1","0111"
"1645","M473867","t010101","Charlie wants to have pizza",1960,0,1,0,1,0,1,"Charlie wants to have pizza _ Pu=0","Charlie wants to have pizza","Pu=0","0101"
"1646","M339130","t111111","As he wanted to excersize a bit before he had a hot dog",1961,1,1,1,1,1,1,"As he wanted to exercise a bit before he had a hot dog _ Cu=1","As he wanted to exercise a bit before he had a hot dog","Cu=1","1111"
"1647","M339130","t110100","As it may have been closer to the pizza ttruck then the hot dog stand in his eyes",1962,1,1,0,1,0,0,"As it may have been closer to the pizza truck than the hot dog stand in his eyes _ C=0","As it may have been closer to the pizza truck than the hot dog stand in his eyes","C=0","1101"
"1648","M339130","t101110","As she doesnt know that she can walk around and take the longer route to get to the hot dog stand therefore she take the shorter and more obvious way",1963,1,0,1,1,1,0,"As she doesn't know that she can walk around and take the longer route to get to the hot dog stand therefore she takes the shorter and more obvious way _ K=0","As she doesn't know that she can walk around and take the longer route to get to the hot dog stand therefore she takes the shorter and more obvious way","K=0","1011"
"1649","M339130","t000011","He didnt know the way and didnt want pizza so he kept walking to see wether he would find anoher food stand",1964,0,0,0,0,1,1,"He didn't know the way and didn't want pizza so he kept walking to see whether he would find another food stand _ K=0","He didn't know the way and didn't want pizza so he kept walking to see whether he would find another food stand","K=0","0000"
"1650","M339130","t001000","They were hungry and they were closest one of the food stalls",1967,0,0,1,0,0,0,"They were hungry and they were closest to one of the food stalls _ Su=1","They were hungry and they were closest to one of the food stalls","Su=1","0010"
"1651","M339130","t011001","He wanted to take the longer route to excersize",1968,0,1,1,0,0,1,"He wanted to take the longer route to exercise _ Cu=1","He wanted to take the longer route to exercise","Cu=1","0110"
"1652","M030351","t000010","They may not have liked pizza enough to go to the visible stand",1970,0,0,0,0,1,0,"They may not have liked pizza enough to go to the visible stand _ P=1","They may not have liked pizza enough to go to the visible stand","P=1","0000"
"1653","M030351","t101101","They travelled further because they're sporty and didn't know the area so couldn't have known if there would be another hotdog stand or not.",1971,1,0,1,1,0,1,"They travelled further because they're sporty and didn't know the area so couldn't have known if there would be another hotdog stand or not. _ K=0","They travelled further because they're sporty and didn't know the area so couldn't have known if there would be another hotdog stand or not.","K=0","1011"
"1654","M030351","t011000","Their favourite food could be pizza.",1972,0,1,1,0,0,0,"Their favourite food could be pizza. _ P=0","Their favourite food could be pizza.","P=0","0110"
"1655","M030351","t100100","The pizza stand may have been more on-route to their destination.",1973,1,0,0,1,0,0,"The pizza stand may have been more on-route to their destination. _ Su=1","The pizza stand may have been more on-route to their destination.","Su=1","1001"
"1656","M030351","t010001","They may have needed to go the long way round for another purpose i.e work or errands.",1974,0,1,0,0,0,1,"They may have needed to go the long way round for another purpose i.e work or errands. _ Su=1","They may have needed to go the long way round for another purpose i.e work or errands.","Su=1","0100"
"1657","M030351","t110011","They may have needed to go the long way round for work/errands etc.",1975,1,1,0,0,1,1,"They may have needed to go the long way round for work/errands etc. _ Su=1","They may have needed to go the long way round for work/errands etc.","Su=1","1100"
"1658","M030351","t001111","They're sporty so took a longer route and passed the first truck.",1976,0,0,1,1,1,1,"They're sporty so took a longer route and passed the first truck. _ C=1","They're sporty so took a longer route and passed the first truck.","C=1","0011"
"1659","M005531","t101010","Hot dogs is their favourite foods.",1977,1,0,1,0,1,0,"Hot dogs is their favourite food. _ P=1","Hot dogs is their favourite food.","P=1","1010"
"1660","M005531","t110000","they want to get food at the closest point and they can see the pizza stand. This is the closest and they are lazy to go hunt for hot dog stand that is their favourite.",1978,1,1,0,0,0,0,"they want to get food at the closest point and they can see the pizza stand. This is the closest and they are lazy to go hunt for hot dog stand that is their favourite. _ C=0","they want to get food at the closest point and they can see the pizza stand. This is the closest and they are lazy to go hunt for hot dog stand that is their favourite.","C=0","1100"
"1661","M005531","t111011","They wanted to go the long route as they are fit.",1979,1,1,1,0,1,1,"They wanted to go the long route as they are fit. _ C=1","They wanted to go the long route as they are fit.","C=1","1110"
"1662","M005531","t100001","they don't know the location so they have just been walking.",1980,1,0,0,0,0,1,"they don't know the location so they have just been walking. _ K=0","they don't know the location so they have just been walking.","K=0","1000"
"1663","M005531","t001100","they have seen the hot dog stand but have chosen to travel possibly a bit further as they enjoy running",1983,0,0,1,1,0,0,"they have seen the hot dog stand but have chosen to travel possibly a bit further as they enjoy running _ Cu=1","they have seen the hot dog stand but have chosen to travel possibly a bit further as they enjoy running","Cu=1","0011"
"1664","M005531","t000111","Adrian has chosen this route as he doesn't know the location and had to trabel to get there.",1984,0,0,0,1,1,1,"Adrian has chosen this route as he doesn't know the location and had to travel to get there. _ K=0","Adrian has chosen this route as he doesn't know the location and had to travel to get there.","K=0","0001"
"1665","M621158","t011001","He wanted to go the long way round because he is sporty.",1985,0,1,1,0,0,1,"He wanted to go the long way round because he is sporty. _ C=1","He wanted to go the long way round because he is sporty.","C=1","0110"
"1666","M621158","t010010","He wanted a hotdog and wanted the quickest route to get there",1986,0,1,0,0,1,0,"He wanted a hotdog and wanted the quickest route to get there _ Pu=1","He wanted a hotdog and wanted the quickest route to get there","Pu=1","0100"
"1667","M621158","t110100","He wanted to try something different today",1987,1,1,0,1,0,0,"He wanted to try something different today _ Pu=0","He wanted to try something different today","Pu=0","1101"
"1668","M621158","t111111","He wanted to go the long way round because he is sporty",1988,1,1,1,1,1,1,"He wanted to go the long way round because he is sporty _ C=1","He wanted to go the long way round because he is sporty","C=1","1111"
"1669","M621158","t000011","He wanted a hotdog, but didn't know the quickest way to get there",1989,0,0,0,0,1,1,"He wanted a hotdog, but didn't know the quickest way to get there _ K=0","He wanted a hotdog, but didn't know the quickest way to get there","K=0","0000"
"1670","M621158","t100101","He wanted something different today, but didn't know where the other foodtruck was",1990,1,0,0,1,0,1,"He wanted something different today, but didn't know where the other foodtruck was _ K=0","He wanted something different today, but didn't know where the other foodtruck was","K=0","1001"
"1671","M621158","t001000","She was hungry and just wanted a quick bite to eat from the nearest stand",1991,0,0,1,0,0,0,"She was hungry and just wanted a quick bite to eat from the nearest stand _ Su=1","She was hungry and just wanted a quick bite to eat from the nearest stand","Su=1","0010"
"1672","M621158","t101110","He saw the hotdog stand and loves hotdogs so went for it",1992,1,0,1,1,1,0,"He saw the hotdog stand and loves hotdogs so went for it _ S=1","He saw the hotdog stand and loves hotdogs so went for it","S=1","1011"
"1673","M023390","t010001","Charlie did not know that the hotdog stand was around the corner, or what other food options were available, so took the long route to explore all their options before decided on pizza",1993,0,1,0,0,0,1,"Charlie did not know that the hotdog stand was around the corner, or what other food options were available, so took the long route to explore all their options before deciding on pizza _ K=0","Charlie did not know that the hotdog stand was around the corner, or what other food options were available, so took the long route to explore all their options before deciding on pizza","K=0","0100"
"1674","M023390","t000010","Adrian did not want pizza and took his path to explore the area before coming across the hotdog stand",1994,0,0,0,0,1,0,"Adrian did not want pizza and took his path to explore the area before coming across the hotdog stand _ Pu=1","Adrian did not want pizza and took his path to explore the area before coming across the hotdog stand","Pu=1","0000"
"1675","M023390","t011000","Drew wanted pizza rather than hot dog",1996,0,1,1,0,0,0,"Drew wanted pizza rather than hot dog _ Pu=0","Drew wanted pizza rather than hot dog","Pu=0","0110"
"1676","M023390","t101101","Jesse wanted to walk further because they are sporty",1997,1,0,1,1,0,1,"Jesse wanted to walk further because they are sporty _ C=1","Jesse wanted to walk further because they are sporty","C=1","1011"
"1677","M023390","t111110","Taylor wanted hot dogs and knew there was not a hot dog stand elsewhere",1998,1,1,1,1,1,0,"Taylor wanted hot dogs and knew there was not a hot dog stand elsewhere _ Pu=1","Taylor wanted hot dogs and knew there was not a hot dog stand elsewhere","Pu=1","1111"
"1678","M023390","t100100","Harper wanted to explore the area and decided to have pizza when they came across the pizza cart",1999,1,0,0,1,0,0,"Harper wanted to explore the area and decided to have pizza when they came across the pizza cart _ Ku=1","Harper wanted to explore the area and decided to have pizza when they came across the pizza cart","Ku=1","1001"
"1679","M023390","t110011","Parker wants to get fit and took the long route to the hot dog stand",2000,1,1,0,0,1,1,"Parker wants to get fit and took the long route to the hot dog stand _ Cu=1","Parker wants to get fit and took the long route to the hot dog stand","Cu=1","1100"
"1680","M062933","t100110","their favourite food is hotdogs",2002,1,0,0,1,1,0,"their favourite food is hotdogs _ P=1","their favourite food is hotdogs","P=1","1001"
"1681","M062933","t011010","wanted hotdogs over pizza",2003,0,1,1,0,1,0,"wanted hotdogs over pizza _ Pu=1","wanted hotdogs over pizza","Pu=1","0110"
"1682","M062933","t110101","checked out the hotdog stand but wanted pizza instead",2004,1,1,0,1,0,1,"checked out the hotdog stand but wanted pizza instead _ Su=0","checked out the hotdog stand but wanted pizza instead","Su=0","1101"
"1683","M062933","t001001","walked around the whole block because he is sporty",2006,0,0,1,0,0,1,"walked around the whole block because he is sporty _ C=1","walked around the whole block because he is sporty","C=1","0010"
"1684","M062933","t101111","didnt know the area too well",2008,1,0,1,1,1,1,"didn't know the area too well _ K=0","didn't know the area too well","K=0","1011"
"1685","M073342","t100000","Harper is lazy so they went to the closest food track they could see",2009,1,0,0,0,0,0,"Harper is lazy so they went to the closest food truck they could see _ C=0","Harper is lazy so they went to the closest food truck they could see","C=0","1000"
"1686","M073342","t001011","As Brooklyn is sporty they wanted to check all the available food spots before stopping and eating there",2010,0,0,1,0,1,1,"As Brooklyn is sporty they wanted to check all the available food spots before stopping and eating there _ C=1","As Brooklyn is sporty they wanted to check all the available food spots before stopping and eating there","C=1","0010"
"1687","M073342","t110111","Parker knows the area so he did go to his preferred food spot",2011,1,1,0,1,1,1,"Parker knows the area so he did go to his preferred food spot _ K=1","Parker knows the area so he did go to his preferred food spot","K=1","1101"
"1688","M073342","t010101","Charlie wanted to go for a walk",2013,0,1,0,1,0,1,"Charlie wanted to go for a walk _ Cu=1","Charlie wanted to go for a walk","Cu=1","0101"
"1689","M073342","t101001","Jesse walked past the hot dog stand but wanted pizza today",2014,1,0,1,0,0,1,"Jesse walked past the hot dog stand but wanted pizza today _ Pu=0","Jesse walked past the hot dog stand but wanted pizza today","Pu=0","1010"
"1690","M073342","t011100","Drew went to get some pizza today",2015,0,1,1,1,0,0,"Drew went to get some pizza today _ Pu=0","Drew went to get some pizza today","Pu=0","0111"
"1691","M073342","t000110","Adrian went to the first stand they saw",2016,0,0,0,1,1,0,"Adrian went to the first stand they saw _ C=0","Adrian went to the first stand they saw","C=0","0001"
"1692","M470758","t101010","Since Jesse is sporty he just cut the corner and saw the hot dog shop so he ran towards it. just a straight path to go to the hot dog shop quickly",2017,1,0,1,0,1,0,"Since Jesse is sporty he just cut the corner and saw the hot dog shop so he ran towards it. _ C=1","Since Jesse is sporty he just cut the corner and saw the hot dog shop so he ran towards it.","C=1","1010"
"1693","M470758","t111011","Since Taylor knows the area well, and he is sporty, he just took the long path, exploring and maybe chit chatted with his neighbouring friends and then went to hot dog shop",2018,1,1,1,0,1,1,"Since Taylor knows the area well, and he is sporty, he just took the long path, exploring and maybe chit chatted with his neighbouring friends and then went to hot dog shop _ Cu=1","Since Taylor knows the area well, and he is sporty, he just took the long path, exploring and maybe chit chatted with his neighbouring friends and then went to hot dog shop","Cu=1","1110"
"1694","M470758","t100001","harper loves hot dog and doesn't know the area well. he took the long path because he is lazy and probably didn't ask the neighbours the ebst route for the hot dog shop",2019,1,0,0,0,0,1,"Harper loves hot dog and doesn't know the area well. He took the long path because he is lazy and probably didn't ask the neighbours the best route for the hot dog shop _ K=0","Harper loves hot dog and doesn't know the area well. He took the long path because he is lazy and probably didn't ask the neighbours the best route for the hot dog shop","K=0","1000"
"1695","M470758","t000111","adrian was standing a few meter before the hot dog shop. the only way he took the longest route is because he is either near sighted and just followed the signs to the hot dog shop on the way because he is new and got lost. and instead of asking people he followed the signs",2020,0,0,0,1,1,1,"Adrian was standing a few metres before the hot dog shop. The only way he took the longest route is because he is either near sighted and just followed the signs to the hot dog shop on the way because he is new and got lost. _ K=0","Adrian was standing a few metres before the hot dog shop. The only way he took the longest route is because he is either near sighted and just followed the signs to the hot dog shop on the way because he is new and got lost.","K=0","0001"
"1696","M470758","t001100","so brooklyn is sporty but doesn't know the area well. so he ight have asked the neighborhood kids where the shop is located and went that way",2021,0,0,1,1,0,0,"Brooklyn is sporty but doesn't know the area well. So he might have asked the neighborhood kids where the shop is located and went that way _ Ku=1","Brooklyn is sporty but doesn't know the area well. So he might have asked the neighborhood kids where the shop is located and went that way","Ku=1","0011"
"1697","M470758","t010110","charlie is lazy and knows the area well. so he took the shortest route to go quickly and eat",2023,0,1,0,1,1,0,"Charlie is lazy and knows the area well. So he took the shortest route to go quickly and eat _ C=0","Charlie is lazy and knows the area well. So he took the shortest route to go quickly and eat","C=0","0101"
"1698","M728788","t110010","Parker likes hot dogs and it wasn't too difficult to turn the corner and see the hot dog stand",2025,1,1,0,0,1,0,"Parker likes hot dogs and it wasn't too difficult to turn the corner and see the hot dog stand _ P=1","Parker likes hot dogs and it wasn't too difficult to turn the corner and see the hot dog stand","P=1","1100"
"1699","M728788","t011111","Drew is sporty",2026,0,1,1,1,1,1,"Drew is sporty _ C=1","Drew is sporty","C=1","0111"
"1700","M728788","t111101","Taylor is sporty",2027,1,1,1,1,0,1,"Taylor is sporty _ C=1","Taylor is sporty","C=1","1111"
"1701","M728788","t010000","Charlie is lazy",2028,0,1,0,0,0,0,"Charlie is lazy _ C=0","Charlie is lazy","C=0","0100"
"1702","M728788","t001110","Brooklyn doesn't know the area well",2029,0,0,1,1,1,0,"Brooklyn doesn't know the area well _ K=0","Brooklyn doesn't know the area well","K=0","0011"
"1703","M728788","t100011","Harper's favourite food is hot dogs",2030,1,0,0,0,1,1,"Harper's favourite food is hot dogs _ P=1","Harper's favourite food is hot dogs","P=1","1000"
"1704","M728788","t000001","Adrian doesn't like hot dogs",2031,0,0,0,0,0,1,"Adrian doesn't like hot dogs _ P=1","Adrian doesn't like hot dogs","P=1","0000"
"1705","M728788","t101100","Perhaps Jesse wanted to try a burger today or there was a long queue at the hot dog stand",2032,1,0,1,1,0,0,"Perhaps Jesse wanted to try a burger today or there was a long queue at the hot dog stand _ Unclear","Perhaps Jesse wanted to try a burger today or there was a long queue at the hot dog stand","Unclear","1011"
"1706","M680197","t110110","They can see the hot dog food in their eyeline and it's their favourite food",2033,1,1,0,1,1,0,"They can see the hot dog food in their eyeline and it's their favourite food _ S=1","They can see the hot dog food in their eyeline and it's their favourite food","S=1","1101"
"1707","M680197","t111001","They wanted the longest route as they are sporty",2034,1,1,1,0,0,1,"They wanted the longest route as they are sporty _ C=1","They wanted the longest route as they are sporty","C=1","1110"
"1708","M680197","t101000","they don't know the area well so just head to the pizza stand as its all they can see",2035,1,0,1,0,0,0,"they don't know the area well so just head to the pizza stand as its all they can see _ K=0","they don't know the area well so just head to the pizza stand as its all they can see","K=0","1010"
"1709","M680197","t010100","the pizza stand and hot dog stand are the same distance so they picked what they wanted to eat",2036,0,1,0,1,0,0,"the pizza stand and hot dog stand are the same distance so they picked what they wanted to eat _ Pu=1","the pizza stand and hot dog stand are the same distance so they picked what they wanted to eat","Pu=1","0101"
"1710","M680197","t001010","they are sporty so fancied a walk round and found the hot dog stand",2037,0,0,1,0,1,0,"they are sporty so fancied a walk round and found the hot dog stand _ C=1","they are sporty so fancied a walk round and found the hot dog stand","C=1","0010"
"1711","M680197","t011011","they wanted a longer walk as they are sporty and know the area well",2038,0,1,1,0,1,1,"they wanted a longer walk as they are sporty and know the area well _ C=1","they wanted a longer walk as they are sporty and know the area well","C=1","0110"
"1712","M680197","t000101","they don't know the area well and decided to go exploring and found the pizza stand",2039,0,0,0,1,0,1,"they don't know the area well and decided to go exploring and found the pizza stand _ K=0","they don't know the area well and decided to go exploring and found the pizza stand","K=0","0001"
"1713","M680197","t100111","they don't know the area well so went explorng and found their favourite food which is hot dogs",2040,1,0,0,1,1,1,"they don't know the area well so went exploring and found their favourite food which is hot dogs _ K=0","they don't know the area well so went exploring and found their favourite food which is hot dogs","K=0","1001"
"1714","M361245","t110001","doesn't seem to be one - they walk past their favourite food and go further",2042,1,1,0,0,0,1,"doesn't seem to be one - they walk past their favourite food and go further _ Unclear","doesn't seem to be one - they walk past their favourite food and go further","Unclear","1100"
"1715","M361245","t101011","they like hot dogs so makes sense they go to that one",2043,1,0,1,0,1,1,"they like hot dogs so makes sense they go to that one _ P=1","they like hot dogs so makes sense they go to that one","P=1","1010"
"1716","M361245","t100010","getting their favourite food and in the most direct route",2044,1,0,0,0,1,0,"getting their favourite food and in the most direct route _ P=1","getting their favourite food and in the most direct route","P=1","1000"
"1717","M361245","t000000","went to the nearest one as they are lazy",2045,0,0,0,0,0,0,"went to the nearest one as they are lazy _ C=0","went to the nearest one as they are lazy","C=0","0000"
"1718","M361245","t011110","preferred to get hot dogs - as they know the area well went direct route",2046,0,1,1,1,1,0,"preferred to get hot dogs - as they know the area well went direct route _ K=1","preferred to get hot dogs - as they know the area well went direct route","K=1","0111"
"1719","M361245","t001101","as are sporty - they went for a longer walk",2047,0,0,1,1,0,1,"as are sporty - they went for a longer walk _ C=1","as are sporty - they went for a longer walk","C=1","0011"
"1720","M361245","t111100","odd choice - as could have got hot dogs",2048,1,1,1,1,0,0,"odd choice - as could have got hot dogs _ Unclear","odd choice - as could have got hot dogs","Unclear","1111"
"1721","M052561","t111010","He went to the hot dog stand as it's his favourite food and he knows it's there",2050,1,1,1,0,1,0,"He went to the hot dog stand as it's his favourite food and he knows it's there _ P=1","He went to the hot dog stand as it's his favourite food and he knows it's there","P=1","1110"
"1722","M052561","t011100","He decided he wanted pizza and went there as he knows the area well",2051,0,1,1,1,0,0,"He decided he wanted pizza and went there as he knows the area well _ Pu=0","He decided he wanted pizza and went there as he knows the area well","Pu=0","0111"
"1723","M052561","t010101","He was going to the hot dog stand but changed his mind so went to pizza stand instead",2052,0,1,0,1,0,1,"He was going to the hot dog stand but changed his mind so went to pizza stand instead _ Pu=0","He was going to the hot dog stand but changed his mind so went to pizza stand instead","Pu=0","0101"
"1724","M052561","t101001","She decided that the hot dogs don't look good so went to pizza stand instead",2053,1,0,1,0,0,1,"She decided that the hot dogs don't look good so went to pizza stand instead _ Su=0","She decided that the hot dogs don't look good so went to pizza stand instead","Su=0","1010"
"1725","M052561","t000110","He went to the closest food stand he could see",2054,0,0,0,1,1,0,"He went to the closest food stand he could see _ S=0","He went to the closest food stand he could see","S=0","0001"
"1726","M052561","t100000","He didn't know there was a hot dog stand in the area and the pizza stand was close",2055,1,0,0,0,0,0,"He didn't know there was a hot dog stand in the area and the pizza stand was close _ K=0","He didn't know there was a hot dog stand in the area and the pizza stand was close","K=0","1000"
"1727","M052561","t110111","They walked in wrong direction so kept walking until they reached the hot dog stand",2056,1,1,0,1,1,1,"They walked in wrong direction so kept walking until they reached the hot dog stand _ K=0","They walked in wrong direction so kept walking until they reached the hot dog stand","K=0","1101"
"1728","M087823","t111110","Taylor loves hot dogs and the hot dog stand catches their eye today.",2057,1,1,1,1,1,0,"Taylor loves hot dogs and the hot dog stand catches their eye today. _ S=1","Taylor loves hot dogs and the hot dog stand catches their eye today.","S=1","1111"
"1729","M087823","t010001","Charlie really wanted pizza today.",2058,0,1,0,0,0,1,"Charlie really wanted pizza today. _ Pu=0","Charlie really wanted pizza today.","Pu=0","0100"
"1730","M087823","t101101","Jesse was enjoying exploring the area as they like to keep active, and so walked on until they came to the pizza truck. By that point, they were a bit tired, so decided to eat there.",2059,1,0,1,1,0,1,"Jesse was enjoying exploring the area as they like to keep active, and so walked on until they came to the pizza truck. By that point, they were a bit tired, so decided to eat there. _ C=1","Jesse was enjoying exploring the area as they like to keep active, and so walked on until they came to the pizza truck. By that point, they were a bit tired, so decided to eat there.","C=1","1011"
"1731","M087823","t011000","Drew had a big craving for pizza today, so went straight to that stall.",2061,0,1,1,0,0,0,"Drew had a big craving for pizza today, so went straight to that stall. _ Pu=0","Drew had a big craving for pizza today, so went straight to that stall.","Pu=0","0110"
"1732","M087823","t100100","Harper thought they would see if there were any food stalls closer to them just around the corner, and there was one - a pizza stand!",2062,1,0,0,1,0,0,"Harper thought they would see if there were any food stalls closer to them just around the corner, and there was one - a pizza stand! _ Ku=1","Harper thought they would see if there were any food stalls closer to them just around the corner, and there was one - a pizza stand!","Ku=1","1001"
"1733","M087823","t000010","Adrian could see the pizza stand, but didn't really fancy pizza today, so he thought he'd see if there was anything round the corner.",2063,0,0,0,0,1,0,"Adrian could see the pizza stand, but didn't really fancy pizza today, so he thought he'd see if there was anything round the corner. _ Pu=1","Adrian could see the pizza stand, but didn't really fancy pizza today, so he thought he'd see if there was anything round the corner.","Pu=1","0000"
"1734","M087823","t001111","Brooklyn was happy to keep on exploring after they came to the pizza stand - they enjoy being active and wanted to see whether there were other food options in the area.",2064,0,0,1,1,1,1,"Brooklyn was happy to keep on exploring after they came to the pizza stand - they enjoy being active and wanted to see whether there were other food options in the area. _ C=1","Brooklyn was happy to keep on exploring after they came to the pizza stand - they enjoy being active and wanted to see whether there were other food options in the area.","C=1","0011"
"1735","M009749","t101010","Because they like hot dogs and are happy to walk the distance",344,1,0,1,0,1,0,"Because they like hot dogs and are happy to walk the distance _ P=1","Because they like hot dogs and are happy to walk the distance","P=1","1010"
"1736","M807351","t101101","Wants to walk to see whats available",1295,1,0,1,1,0,1,"Wants to walk to see what's available _ Ku=1","Wants to walk to see what's available","Ku=1","1011"
"1737","M793754","t000010","Shortest route to the hotdogs place.",875,0,0,0,0,1,0,"Shortest route to the hotdogs place. _ C=0","Shortest route to the hotdogs place.","C=0","0000"
"1738","M023413","t110100","Today he walked just a short didtance for pizza. Perhaps he is learning the area?",182,1,1,0,1,0,0,"Today he walked just a short distance for pizza. Perhaps he is learning the area? _ Ku=1","Today he walked just a short distance for pizza. Perhaps he is learning the area?","Ku=1","1101"
"1739","M849289","t111010","they went the shortest route to their favourite food",1501,1,1,1,0,1,0,"they went the shortest route to their favourite food _ P=1","they went the shortest route to their favourite food","P=1","1110"
"1740","M666276","t011101","Drew can't see the pizza stand but knows the area so skips past the hot dog stand. Being sporty, this wouldn't be an issue as he doesn't mind the extra distance. Also, he may simply enjoy pizza more.",1109,0,1,1,1,0,1,"Drew can't see the pizza stand but knows the area so skips past the hot dog stand. Being sporty, this wouldn't be an issue as he doesn't mind the extra distance. Also, he may simply enjoy pizza more. _ P=0","Drew can't see the pizza stand but knows the area so skips past the hot dog stand. Being sporty, this wouldn't be an issue as he doesn't mind the extra distance. Also, he may simply enjoy pizza more.","P=0","0111"
"1741","M813055","t011101","Drew is sporty and so likes to take the longer route to the food stand, as he can do more exercise that way.",1524,0,1,1,1,0,1,"Drew is sporty and so likes to take the longer route to the food stand, as he can do more exercise that way. _ C=1","Drew is sporty and so likes to take the longer route to the food stand, as he can do more exercise that way.","C=1","0111"
"1742","M031936","t010100","He choose the closest food card",389,0,1,0,1,0,0,"He chose the closest food cart _ C=0","He chose the closest food cart","C=0","0101"
