"","subject_id","cb","prob0","prob1","prob2","prob3","scenario","A","B","E","S","answer","trialtype","structure","ans"
"2640","tczz07mwce",1,"80%","50%","10%","70%","job",0,1,0,1,"The candidate did not have skill A","d2","disjunctive",2
"2641","tnycdny6pq",0,"10%","50%","80%","50%","job",1,1,1,1,"The candidate demonstrated skill A","d7","disjunctive",3
"2642","tnycdny6pq",1,"80%","50%","10%","70%","job",1,0,0,0,"The candidate did not have skill B","c3","conjunctive",6
"2643","tnycdny6pq",1,"80%","50%","10%","70%","group",1,1,0,1,"The postdoc talked about the paper","d6","disjunctive",7
"2644","tnycdny6pq",1,"50%","80%","50%","10%","group",1,1,0,0,"The postdoc talked about the paper","c4","conjunctive",7
"2645","tnycdny6pq",0,"10%","70%","80%","50%","job",0,1,0,0,"The candidate did not have skill A","c2","conjunctive",2
"2646","tnycdny6pq",1,"80%","50%","10%","70%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7
"2647","tnycdny6pq",1,"80%","50%","10%","70%","group",1,0,1,1,"The lecturer attended","d5","disjunctive",1
"2648","tnycdny6pq",1,"80%","50%","10%","50%","group",0,0,0,0,"The lecturer did not attend","c1","conjunctive",2
"2649","tnycdny6pq",1,"50%","80%","50%","10%","cook",0,1,0,1,"The main dish did not impress the panel","d2","disjunctive",4
"2650","tnycdny6pq",1,"80%","50%","10%","70%","job",1,1,1,0,"The candidate demonstrated skill B","c5","conjunctive",7
"2651","tnycdny6pq",0,"10%","50%","80%","50%","cook",0,0,0,1,"The chef did not complete the dessert","d1","disjunctive",6
"2652","tnycdny6pq",1,"80%","50%","10%","70%","cook",1,0,0,1,"The main dish did not impress the panel","d4","disjunctive",4
"2653","tr5pqnpvcl",0,"10%","50%","80%","50%","group",0,0,0,0,"The postdoc did not attend","c1","conjunctive",6
"2654","tr5pqnpvcl",0,"10%","50%","80%","50%","cook",0,0,0,1,"The chef did not complete the dessert","d1","disjunctive",6
"2655","tr5pqnpvcl",1,"80%","50%","10%","70%","cook",1,1,1,1,"The dessert impressed the panel","d7","disjunctive",7
"2656","tr5pqnpvcl",1,"80%","50%","10%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6","disjunctive",8
"2657","tr5pqnpvcl",1,"50%","80%","50%","10%","job",1,1,1,0,"The candidate demonstrated skill B","c5","conjunctive",7
"2658","tr5pqnpvcl",1,"80%","50%","10%","70%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7
"2659","tr5pqnpvcl",1,"50%","80%","50%","10%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","disjunctive",8
"2660","tr5pqnpvcl",1,"50%","80%","50%","10%","job",1,0,1,1,"The candidate demonstrated skill A","d5","disjunctive",3
"2661","tr5pqnpvcl",1,"80%","50%","10%","50%","job",1,0,0,1,"The candidate did not demonstrate skill B","d4","disjunctive",8
"2662","tr5pqnpvcl",0,"50%","10%","50%","80%","group",1,1,0,0,"The lecturer did not talk about the paper","c4","conjunctive",4
"2663","tr5pqnpvcl",1,"80%","50%","10%","70%","group",1,0,0,0,"The postdoc did not attend","c3","conjunctive",6
"2664","tr5pqnpvcl",0,"10%","50%","80%","50%","group",0,1,0,0,"The lecturer did not attend","c2","conjunctive",2
"2665","tv93ukwk6v",0,"50%","10%","50%","80%","cook",1,0,1,1,"The chef did not complete the dessert","d5","disjunctive",6
"2666","tv93ukwk6v",0,"10%","50%","80%","50%","job",1,0,0,1,"The candidate did not have skill B","d4","disjunctive",6
"2667","tv93ukwk6v",1,"80%","50%","10%","70%","cook",0,1,0,1,"The dessert did not impress the panel","d2","disjunctive",8
"2668","tv93ukwk6v",0,"10%","70%","80%","50%","group",1,0,0,0,"The postdoc did not attend","c3","conjunctive",6
"2669","tv93ukwk6v",0,"10%","50%","80%","50%","cook",1,1,0,1,"The dessert did not impress the panel","d6","disjunctive",8
"2670","tv93ukwk6v",1,"80%","50%","10%","70%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","conjunctive",8
"2671","tv93ukwk6v",1,"80%","50%","10%","50%","cook",1,1,1,0,"The dessert impressed the panel","c5","conjunctive",7
"2672","tv93ukwk6v",1,"80%","50%","10%","70%","cook",0,1,0,0,"The dessert did not impress the panel","c2","conjunctive",8
"2673","tv93ukwk6v",0,"10%","50%","80%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7
"2674","tv93ukwk6v",1,"80%","50%","10%","70%","job",0,0,0,1,"The candidate did not have skill A","d1","disjunctive",2
"2675","tv93ukwk6v",1,"80%","50%","10%","70%","cook",1,1,1,1,"The dessert impressed the panel","d7","disjunctive",7
"2676","tv93ukwk6v",1,"80%","50%","10%","70%","job",0,0,0,0,"The candidate did not have skill A","c1","conjunctive",2
"2677","tx60qv0b3s",0,"10%","50%","80%","50%","cook",1,0,0,0,"The chef did not complete the dessert","c3","conjunctive",6
"2678","tx60qv0b3s",0,"50%","10%","50%","80%","group",0,1,0,1,"The lecturer did not attend","d2","disjunctive",2
"2679","tx60qv0b3s",0,"10%","50%","80%","50%","job",0,0,0,0,"The candidate did not have skill B","c1","conjunctive",6
"2680","tx60qv0b3s",0,"10%","50%","80%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7
"2681","tx60qv0b3s",1,"80%","50%","10%","50%","group",1,0,0,1,"The postdoc did not attend","d4","disjunctive",6
"2682","tx60qv0b3s",1,"80%","50%","10%","70%","cook",0,0,0,1,"The chef did not complete the main dish","d1","disjunctive",2
"2683","tx60qv0b3s",0,"10%","70%","80%","50%","cook",1,1,1,1,"The main dish impressed the panel","d7","disjunctive",3
"2684","tx60qv0b3s",1,"50%","80%","50%","10%","job",1,1,0,0,"The candidate did not demonstrate skill B","c4","conjunctive",8
"2685","tx60qv0b3s",1,"50%","80%","50%","10%","group",0,1,0,0,"The lecturer did not attend","c2","conjunctive",2
"2686","tx60qv0b3s",0,"10%","50%","80%","50%","cook",1,1,0,1,"The dessert did not impress the panel","d6","disjunctive",8
"2687","tx60qv0b3s",1,"80%","50%","10%","70%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3
"2688","tx60qv0b3s",0,"10%","50%","80%","50%","job",1,1,1,0,"The candidate demonstrated skill A","c5","conjunctive",3
"2689","u0o70f9myr",0,"50%","10%","50%","80%","group",1,0,0,0,"The lecturer did not talk about the paper","c3","conjunctive",4
"2690","u0o70f9myr",0,"10%","50%","80%","50%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","conjunctive",8
"2691","u0o70f9myr",1,"80%","50%","10%","50%","job",1,0,0,1,"The candidate did not have skill B","d4","disjunctive",6
"2692","u0o70f9myr",1,"80%","50%","10%","50%","job",0,1,1,1,"The candidate did not demonstrate skill A","d3","disjunctive",4
"2693","u0o70f9myr",0,"10%","70%","80%","50%","cook",1,1,1,0,"The chef completed the main dish","c5","conjunctive",1
"2694","u0o70f9myr",1,"50%","80%","50%","10%","group",0,1,0,1,"The postdoc did not talk about the paper","d2","disjunctive",8
"2695","u0o70f9myr",0,"50%","10%","50%","80%","job",1,1,1,1,"The candidate demonstrated skill B","d7","disjunctive",7
"2696","u0o70f9myr",1,"80%","50%","10%","50%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2
"2697","u0o70f9myr",0,"10%","50%","80%","50%","cook",1,0,1,1,"The main dish impressed the panel","d5","disjunctive",3
"2698","u0o70f9myr",0,"10%","50%","80%","50%","job",0,0,0,1,"The candidate did not have skill B","d1","disjunctive",6
"2699","u0o70f9myr",0,"10%","70%","80%","50%","group",1,1,0,1,"The postdoc did not talk about the paper","d6","disjunctive",8
"2700","u0o70f9myr",1,"80%","50%","10%","50%","job",0,0,0,0,"The candidate did not have skill A","c1","conjunctive",2
"2701","u3um9edxsh",0,"10%","50%","80%","50%","job",0,1,0,0,"The candidate did not have skill A","c2","conjunctive",2
"2702","u3um9edxsh",1,"50%","80%","50%","10%","cook",1,1,1,1,"The chef completed the main dish","d7","disjunctive",1
"2703","u3um9edxsh",1,"50%","80%","50%","10%","cook",0,0,0,1,"The chef did not complete the dessert","d1","disjunctive",6
"2704","u3um9edxsh",0,"50%","10%","50%","80%","cook",1,1,1,0,"The chef completed the dessert","c5","conjunctive",5
"2705","u3um9edxsh",0,"50%","10%","50%","80%","job",1,0,1,1,"The candidate did not have skill B","d5","disjunctive",6
"2706","u3um9edxsh",1,"80%","50%","10%","70%","job",1,1,0,0,"The candidate did not demonstrate skill A","c4","conjunctive",4
"2707","u3um9edxsh",0,"50%","10%","50%","80%","cook",0,1,0,1,"The main dish did not impress the panel","d2","disjunctive",4
"2708","u3um9edxsh",1,"80%","50%","10%","50%","group",1,1,0,1,"The postdoc did not talk about the paper","d6","disjunctive",8
"2709","u3um9edxsh",1,"50%","80%","50%","10%","job",1,0,0,1,"The candidate did not have skill B","d4","disjunctive",6
"2710","u3um9edxsh",1,"80%","50%","10%","50%","job",1,0,0,0,"The candidate had skill B","c3","conjunctive",5
"2711","u3um9edxsh",0,"10%","50%","80%","50%","group",0,0,0,0,"The lecturer did not attend","c1","conjunctive",2
"2712","u3um9edxsh",0,"50%","10%","50%","80%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7
"2713","u67t0wz7pt",0,"50%","10%","50%","80%","job",1,0,0,1,"The candidate did not have skill B","d4","disjunctive",6
"2714","u67t0wz7pt",0,"50%","10%","50%","80%","cook",1,0,0,0,"The chef did not complete the dessert","c3","conjunctive",6
"2715","u67t0wz7pt",1,"80%","50%","10%","70%","job",1,0,1,1,"The candidate demonstrated skill A","d5","disjunctive",3
"2716","u67t0wz7pt",0,"10%","50%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill A","d6","disjunctive",4
"2717","u67t0wz7pt",1,"50%","80%","50%","10%","cook",0,0,0,0,"The chef did not complete the main dish","c1","conjunctive",2
"2718","u67t0wz7pt",1,"80%","50%","10%","50%","cook",0,1,0,1,"The chef did not complete the main dish","d2","disjunctive",2
"2719","u67t0wz7pt",0,"50%","10%","50%","80%","group",0,1,0,0,"The lecturer did not attend","c2","conjunctive",2
"2720","u67t0wz7pt",0,"10%","70%","80%","50%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7
"2721","u67t0wz7pt",0,"10%","70%","80%","50%","group",0,0,0,1,"The lecturer did not attend","d1","disjunctive",2
"2722","u67t0wz7pt",0,"10%","70%","80%","50%","job",1,1,1,0,"The candidate demonstrated skill B","c5","conjunctive",7
"2723","u67t0wz7pt",1,"80%","50%","10%","50%","job",1,1,1,1,"The candidate demonstrated skill A","d7","disjunctive",3
"2724","u67t0wz7pt",0,"50%","10%","50%","80%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","conjunctive",8
"2725","udxbdgcpem",1,"50%","80%","50%","10%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","disjunctive",4
"2726","udxbdgcpem",0,"50%","10%","50%","80%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7
"2727","udxbdgcpem",1,"80%","50%","10%","70%","job",0,0,0,0,"The candidate did not have skill A","c1","conjunctive",2
"2728","udxbdgcpem",0,"10%","50%","80%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","disjunctive",3
"2729","udxbdgcpem",0,"50%","10%","50%","80%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4","disjunctive",4
"2730","udxbdgcpem",1,"50%","80%","50%","10%","group",1,1,1,1,"The lecturer talked about the paper","d7","disjunctive",3
"2731","udxbdgcpem",0,"10%","50%","80%","50%","job",1,1,1,0,"The candidate demonstrated skill B","c5","conjunctive",7
"2732","udxbdgcpem",0,"10%","70%","80%","50%","job",0,1,0,0,"The candidate did not demonstrate skill B","c2","conjunctive",8
"2733","udxbdgcpem",0,"10%","70%","80%","50%","group",0,1,0,1,"The postdoc did not talk about the paper","d2","disjunctive",8
"2734","udxbdgcpem",0,"50%","10%","50%","80%","cook",1,1,0,0,"The dessert did not impress the panel","c4","conjunctive",8
"2735","udxbdgcpem",1,"80%","50%","10%","70%","group",0,0,0,1,"The lecturer did not attend","d1","disjunctive",2
"2736","udxbdgcpem",0,"10%","50%","80%","50%","cook",1,0,0,0,"The main dish did not impress the panel","c3","conjunctive",4
"2737","ugxdecbo5b",1,"50%","80%","50%","10%","job",0,0,0,1,"The candidate did not demonstrate skill B","d1","disjunctive",8
"2738","ugxdecbo5b",0,"10%","50%","80%","50%","cook",1,0,1,1,"The main dish impressed the panel","d5","disjunctive",3
"2739","ugxdecbo5b",1,"50%","80%","50%","10%","group",0,1,0,1,"The postdoc talked about the paper","d2","disjunctive",7
"2740","ugxdecbo5b",1,"80%","50%","10%","70%","cook",1,1,0,1,"The dessert did not impress the panel","d6","disjunctive",8
"2741","ugxdecbo5b",1,"80%","50%","10%","70%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7
"2742","ugxdecbo5b",0,"10%","70%","80%","50%","cook",0,0,0,0,"The chef did not complete the dessert","c1","conjunctive",6
"2743","ugxdecbo5b",1,"80%","50%","10%","70%","job",1,1,1,0,"The candidate demonstrated skill B","c5","conjunctive",7
"2744","ugxdecbo5b",1,"50%","80%","50%","10%","job",1,1,1,1,"The candidate demonstrated skill A","d7","disjunctive",3
"2745","ugxdecbo5b",0,"10%","50%","80%","50%","job",0,1,0,0,"The candidate did not have skill A","c2","conjunctive",2
"2746","ugxdecbo5b",0,"50%","10%","50%","80%","cook",1,0,0,0,"The chef did not complete the dessert","c3","conjunctive",6
"2747","ugxdecbo5b",1,"80%","50%","10%","70%","cook",1,1,0,0,"The main dish did not impress the panel","c4","conjunctive",4
"2748","ugxdecbo5b",1,"50%","80%","50%","10%","job",1,0,0,1,"The candidate demonstrated skill A","d4","disjunctive",3
"2749","uoa0ovtlnv",1,"80%","50%","10%","50%","job",0,1,1,1,"The candidate had skill B","d3","disjunctive",5
"2750","uoa0ovtlnv",0,"10%","50%","80%","50%","group",0,1,0,0,"The postdoc did not talk about the paper","c2","conjunctive",8
"2751","uoa0ovtlnv",0,"10%","50%","80%","50%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3
"2752","uoa0ovtlnv",1,"80%","50%","10%","50%","group",1,0,0,0,"The postdoc did not attend","c3","conjunctive",6
"2753","uoa0ovtlnv",0,"10%","70%","80%","50%","cook",1,0,0,1,"The dessert did not impress the panel","d4","disjunctive",8
"2754","uoa0ovtlnv",1,"80%","50%","10%","50%","group",1,1,1,0,"The postdoc talked about the paper","c5","conjunctive",7
"2755","uoa0ovtlnv",0,"50%","10%","50%","80%","group",1,1,0,1,"The postdoc did not talk about the paper","d6","disjunctive",8
"2756","uoa0ovtlnv",0,"10%","50%","80%","50%","job",1,1,1,1,"The candidate had skill B","d7","disjunctive",5
"2757","uoa0ovtlnv",1,"80%","50%","10%","70%","job",0,0,0,0,"The candidate did not have skill B","c1","conjunctive",6
"2758","uoa0ovtlnv",1,"80%","50%","10%","50%","group",0,1,0,1,"The postdoc did not talk about the paper","d2","disjunctive",8
"2759","uoa0ovtlnv",0,"10%","70%","80%","50%","job",0,0,0,1,"The candidate did not have skill A","d1","disjunctive",2
"2760","uoa0ovtlnv",0,"10%","50%","80%","50%","group",1,1,0,0,"The lecturer did not talk about the paper","c4","conjunctive",4
"2761","uoykg3s46w",1,"50%","80%","50%","10%","cook",1,0,0,0,"The chef did not complete the dessert","c3","conjunctive",6
"2762","uoykg3s46w",1,"50%","80%","50%","10%","group",1,1,0,0,"The lecturer did not talk about the paper","c4","conjunctive",4
"2763","uoykg3s46w",0,"10%","50%","80%","50%","cook",1,1,1,1,"The chef completed the main dish","d7","disjunctive",1
"2764","uoykg3s46w",1,"50%","80%","50%","10%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7
"2765","uoykg3s46w",0,"50%","10%","50%","80%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6","disjunctive",8
"2766","uoykg3s46w",0,"10%","50%","80%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","disjunctive",8
"2767","uoykg3s46w",0,"10%","70%","80%","50%","group",0,1,0,0,"The postdoc did not talk about the paper","c2","conjunctive",8
"2768","uoykg3s46w",1,"80%","50%","10%","50%","cook",1,0,1,1,"The main dish impressed the panel","d5","disjunctive",3
"2769","uoykg3s46w",0,"10%","50%","80%","50%","group",1,0,0,1,"The lecturer did not talk about the paper","d4","disjunctive",4
"2770","uoykg3s46w",0,"50%","10%","50%","80%","cook",1,1,1,0,"The main dish impressed the panel","c5","conjunctive",3
"2771","uoykg3s46w",1,"80%","50%","10%","70%","cook",0,0,0,0,"The chef did not complete the main dish","c1","conjunctive",2
"2772","uoykg3s46w",0,"10%","50%","80%","50%","group",0,0,0,1,"The postdoc did not attend","d1","disjunctive",6
"2773","uq6ebx8dzd",0,"10%","50%","80%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7
"2774","uq6ebx8dzd",1,"80%","50%","10%","50%","cook",1,0,0,0,"The main dish did not impress the panel","c3","conjunctive",4
"2775","uq6ebx8dzd",1,"80%","50%","10%","50%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","conjunctive",8
"2776","uq6ebx8dzd",1,"80%","50%","10%","70%","cook",1,0,1,1,"The chef completed the main dish","d5","disjunctive",1
"2777","uq6ebx8dzd",1,"80%","50%","10%","50%","job",1,1,0,1,"The candidate did not demonstrate skill A","d6","disjunctive",4
"2778","uq6ebx8dzd",1,"80%","50%","10%","70%","cook",1,0,0,1,"The main dish did not impress the panel","d4","disjunctive",4
"2779","uq6ebx8dzd",0,"10%","50%","80%","50%","group",1,1,1,1,"The lecturer talked about the paper","d7","disjunctive",3
"2780","uq6ebx8dzd",0,"10%","50%","80%","50%","group",0,1,0,0,"The lecturer did not attend","c2","conjunctive",2
"2781","uq6ebx8dzd",1,"80%","50%","10%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","disjunctive",8
"2782","uq6ebx8dzd",1,"80%","50%","10%","50%","job",1,1,1,0,"The candidate demonstrated skill B","c5","conjunctive",7
"2783","uq6ebx8dzd",1,"80%","50%","10%","50%","job",0,0,0,1,"The candidate did not have skill A","d1","disjunctive",2
"2784","uq6ebx8dzd",1,"80%","50%","10%","70%","job",0,0,0,0,"The candidate did not demonstrate skill B","c1","conjunctive",8
"2785","uv2h50pkyf",1,"80%","50%","10%","70%","cook",1,1,1,0,"The dessert impressed the panel","c5","conjunctive",7
"2786","uv2h50pkyf",1,"80%","50%","10%","50%","cook",1,0,1,1,"The main dish impressed the panel","d5","disjunctive",3
"2787","uv2h50pkyf",1,"50%","80%","50%","10%","group",0,1,0,1,"The postdoc did not talk about the paper","d2","disjunctive",8
"2788","uv2h50pkyf",1,"80%","50%","10%","50%","cook",1,1,0,0,"The main dish did not impress the panel","c4","conjunctive",4
"2789","uv2h50pkyf",0,"10%","70%","80%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7
"2790","uv2h50pkyf",1,"80%","50%","10%","50%","cook",1,0,0,1,"The main dish did not impress the panel","d4","disjunctive",4
"2791","uv2h50pkyf",0,"50%","10%","50%","80%","job",0,0,0,0,"The candidate did not demonstrate skill B","c1","conjunctive",8
"2792","uv2h50pkyf",1,"80%","50%","10%","50%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","disjunctive",4
"2793","uv2h50pkyf",1,"80%","50%","10%","70%","cook",1,1,1,1,"The main dish impressed the panel","d7","disjunctive",3
"2794","uv2h50pkyf",0,"10%","70%","80%","50%","job",1,0,0,0,"The candidate demonstrated skill A","c3","conjunctive",3
"2795","uv2h50pkyf",0,"10%","70%","80%","50%","group",0,0,0,1,"The postdoc did not attend","d1","disjunctive",6
"2796","uv2h50pkyf",1,"80%","50%","10%","70%","group",0,1,0,0,"The postdoc did not talk about the paper","c2","conjunctive",8
"2797","uvqp44syzj",0,"10%","70%","80%","50%","group",1,1,1,0,"The lecturer talked about the paper","c5","conjunctive",3
"2798","uvqp44syzj",0,"10%","50%","80%","50%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","conjunctive",8
"2799","uvqp44syzj",1,"50%","80%","50%","10%","job",0,1,1,1,"The candidate did not demonstrate skill A","d3","disjunctive",4
"2800","uvqp44syzj",0,"50%","10%","50%","80%","cook",1,1,1,1,"The dessert impressed the panel","d7","disjunctive",7
"2801","uvqp44syzj",0,"10%","50%","80%","50%","job",0,0,0,0,"The candidate did not have skill A","c1","conjunctive",2
"2802","uvqp44syzj",1,"80%","50%","10%","50%","group",0,0,0,1,"The lecturer did not talk about the paper","d1","disjunctive",4
"2803","uvqp44syzj",0,"50%","10%","50%","80%","cook",0,1,0,1,"The dessert impressed the panel","d2","disjunctive",7
"2804","uvqp44syzj",1,"50%","80%","50%","10%","group",1,1,0,1,"The postdoc did not talk about the paper","d6","disjunctive",8
"2805","uvqp44syzj",1,"80%","50%","10%","50%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2
"2806","uvqp44syzj",1,"50%","80%","50%","10%","cook",1,0,1,1,"The main dish impressed the panel","d5","disjunctive",3
"2807","uvqp44syzj",0,"10%","70%","80%","50%","job",1,0,0,0,"The candidate demonstrated skill A","c3","conjunctive",3
"2808","uvqp44syzj",1,"80%","50%","10%","50%","cook",1,0,0,1,"The chef completed the main dish","d4","disjunctive",1
"2809","v2kysdqn7q",1,"80%","50%","10%","70%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3
"2810","v2kysdqn7q",1,"50%","80%","50%","10%","group",0,1,0,1,"The postdoc talked about the paper","d2","disjunctive",7
"2811","v2kysdqn7q",1,"50%","80%","50%","10%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7
"2812","v2kysdqn7q",0,"10%","50%","80%","50%","job",1,0,0,1,"The candidate had skill A","d4","disjunctive",1
"2813","v2kysdqn7q",1,"50%","80%","50%","10%","job",1,1,1,0,"The candidate demonstrated skill A","c5","conjunctive",3
"2814","v2kysdqn7q",1,"50%","80%","50%","10%","job",1,1,0,1,"The candidate had skill A","d6","disjunctive",1
"2815","v2kysdqn7q",0,"10%","70%","80%","50%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2
"2816","v2kysdqn7q",0,"10%","50%","80%","50%","group",0,0,0,0,"The postdoc did not attend","c1","conjunctive",6
"2817","v2kysdqn7q",0,"10%","50%","80%","50%","cook",0,0,0,1,"The chef did not complete the dessert","d1","disjunctive",6
"2818","v2kysdqn7q",1,"80%","50%","10%","70%","cook",1,0,0,0,"The chef did not complete the dessert","c3","conjunctive",6
"2819","v2kysdqn7q",0,"10%","70%","80%","50%","job",1,1,0,0,"The candidate had skill A","c4","conjunctive",1
"2820","v2kysdqn7q",0,"10%","50%","80%","50%","cook",1,1,1,1,"The chef completed the main dish","d7","disjunctive",1
"2821","v54ftyo0dk",1,"50%","80%","50%","10%","group",0,0,0,1,"The lecturer did not attend","d1","disjunctive",2
"2822","v54ftyo0dk",1,"50%","80%","50%","10%","group",1,1,1,0,"The lecturer talked about the paper","c5","conjunctive",3
"2823","v54ftyo0dk",0,"10%","50%","80%","50%","group",0,1,0,0,"The postdoc attended","c2","conjunctive",5
"2824","v54ftyo0dk",0,"10%","70%","80%","50%","cook",0,0,0,0,"The chef did not complete the main dish","c1","conjunctive",2
"2825","v54ftyo0dk",0,"50%","10%","50%","80%","cook",1,0,1,1,"The main dish impressed the panel","d5","disjunctive",3
"2826","v54ftyo0dk",0,"50%","10%","50%","80%","group",1,0,0,1,"The postdoc did not attend","d4","disjunctive",6
"2827","v54ftyo0dk",1,"80%","50%","10%","70%","job",0,1,0,1,"The candidate did not have skill A","d2","disjunctive",2
"2828","v54ftyo0dk",1,"80%","50%","10%","50%","cook",1,0,0,0,"The chef did not complete the dessert","c3","conjunctive",6
"2829","v54ftyo0dk",1,"80%","50%","10%","70%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7
"2830","v54ftyo0dk",1,"50%","80%","50%","10%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","disjunctive",4
"2831","v54ftyo0dk",1,"50%","80%","50%","10%","group",1,1,0,0,"The lecturer did not talk about the paper","c4","conjunctive",4
"2832","v54ftyo0dk",1,"50%","80%","50%","10%","cook",1,1,1,1,"The dessert impressed the panel","d7","disjunctive",7
"2833","v8dz8bhs4o",1,"80%","50%","10%","50%","cook",1,1,0,0,"The dessert did not impress the panel","c4","conjunctive",8
"2834","v8dz8bhs4o",0,"10%","50%","80%","50%","job",1,0,0,0,"The candidate did not demonstrate skill A","c3","conjunctive",4
"2835","v8dz8bhs4o",1,"80%","50%","10%","70%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7
"2836","v8dz8bhs4o",1,"50%","80%","50%","10%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4","disjunctive",4
"2837","v8dz8bhs4o",0,"50%","10%","50%","80%","group",1,1,1,0,"The lecturer talked about the paper","c5","conjunctive",3
"2838","v8dz8bhs4o",1,"50%","80%","50%","10%","job",1,1,1,1,"The candidate demonstrated skill B","d7","disjunctive",7
"2839","v8dz8bhs4o",1,"50%","80%","50%","10%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2
"2840","v8dz8bhs4o",0,"10%","50%","80%","50%","group",1,0,1,1,"The lecturer attended","d5","disjunctive",1
"2841","v8dz8bhs4o",0,"10%","70%","80%","50%","group",0,1,0,1,"The postdoc did not talk about the paper","d2","disjunctive",8
"2842","v8dz8bhs4o",0,"10%","50%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6","disjunctive",8
"2843","v8dz8bhs4o",0,"10%","70%","80%","50%","cook",0,0,0,1,"The chef did not complete the dessert","d1","disjunctive",6
"2844","v8dz8bhs4o",0,"10%","50%","80%","50%","group",0,0,0,0,"The postdoc did not attend","c1","conjunctive",6
"2845","vbdf709zh9",1,"50%","80%","50%","10%","cook",0,1,0,0,"The dessert did not impress the panel","c2","conjunctive",8
"2846","vbdf709zh9",1,"80%","50%","10%","50%","cook",1,0,1,1,"The main dish impressed the panel","d5","disjunctive",3
"2847","vbdf709zh9",0,"50%","10%","50%","80%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7
"2848","vbdf709zh9",0,"10%","70%","80%","50%","job",0,0,0,1,"The candidate did not demonstrate skill B","d1","disjunctive",8
"2849","vbdf709zh9",0,"50%","10%","50%","80%","job",1,0,0,0,"The candidate did not have skill A","c3","conjunctive",2
"2850","vbdf709zh9",1,"80%","50%","10%","50%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","disjunctive",4
"2851","vbdf709zh9",1,"80%","50%","10%","70%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","conjunctive",8
"2852","vbdf709zh9",1,"80%","50%","10%","70%","group",1,1,1,1,"The postdoc talked about the paper","d7","disjunctive",7
"2853","vbdf709zh9",1,"80%","50%","10%","70%","cook",0,1,0,1,"The dessert did not impress the panel","d2","disjunctive",8
"2854","vbdf709zh9",1,"50%","80%","50%","10%","group",1,1,1,0,"The postdoc talked about the paper","c5","conjunctive",7
"2855","vbdf709zh9",1,"50%","80%","50%","10%","job",0,0,0,0,"The candidate did not have skill A","c1","conjunctive",2
"2856","vbdf709zh9",0,"50%","10%","50%","80%","cook",1,0,0,1,"The main dish impressed the panel","d4","disjunctive",3
"2857","ve8dva9lhw",0,"10%","50%","80%","50%","group",1,1,1,1,"The postdoc talked about the paper","d7","disjunctive",7
"2858","ve8dva9lhw",0,"10%","50%","80%","50%","job",0,0,0,1,"The candidate did not have skill B","d1","disjunctive",6
"2859","ve8dva9lhw",0,"10%","70%","80%","50%","job",1,1,1,0,"The candidate demonstrated skill A","c5","conjunctive",3
