"","mindsCode","situTag","Preference","Knowledge","Character","Start","short_vis","long_vis","short_inv","long_inv"
"1056","M099299","0001","Absent","No","Lazy","Hot dogs visible",6,2,3,2
"1057","M157738","0010","Absent","No","Sporty","Pizza visible",6,1,4,3
"1058","M157738","0110","Absent","Yes","Sporty","Pizza visible",6,4,5,2
"1059","M157738","0101","Absent","Yes","Lazy","Hot dogs visible",6,1,5,1
"1060","M157738","1100","Hot dogs","Yes","Lazy","Pizza visible",7,2,4,3
"1061","M157738","0100","Absent","Yes","Lazy","Pizza visible",7,2,4,2
"1062","M157738","1110","Hot dogs","Yes","Sporty","Pizza visible",2,4,6,6
"1063","M157738","1000","Hot dogs","No","Lazy","Pizza visible",7,3,4,3
"1064","M157738","0011","Absent","No","Sporty","Hot dogs visible",3,5,3,5
"1065","M157738","1011","Hot dogs","No","Sporty","Hot dogs visible",4,5,3,5
"1066","M157738","1010","Hot dogs","No","Sporty","Pizza visible",3,4,5,5
"1067","M157738","0111","Absent","Yes","Sporty","Hot dogs visible",4,5,4,5
"1068","M157738","0001","Absent","No","Lazy","Hot dogs visible",7,1,5,1
"1069","M157738","1111","Hot dogs","Yes","Sporty","Hot dogs visible",4,5,4,6
"1070","M157738","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,5,3
"1071","M157738","0000","Absent","No","Lazy","Pizza visible",7,1,4,2
"1072","M157738","1001","Hot dogs","No","Lazy","Hot dogs visible",6,3,7,2
"1073","M078144","1111","Hot dogs","Yes","Sporty","Hot dogs visible",4,1,6,5
"1074","M078144","0010","Absent","No","Sporty","Pizza visible",4,3,4,3
"1075","M078144","1010","Hot dogs","No","Sporty","Pizza visible",2,1,6,4
"1076","M078144","0100","Absent","Yes","Lazy","Pizza visible",7,1,4,2
"1077","M078144","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,1,1
"1078","M078144","0111","Absent","Yes","Sporty","Hot dogs visible",2,6,4,5
"1079","M078144","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,2,1
"1080","M078144","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,4,1
"1081","M078144","0110","Absent","Yes","Sporty","Pizza visible",2,6,6,6
"1082","M078144","0000","Absent","No","Lazy","Pizza visible",7,1,2,1
"1083","M078144","1100","Hot dogs","Yes","Lazy","Pizza visible",7,1,2,1
"1084","M078144","1110","Hot dogs","Yes","Sporty","Pizza visible",1,7,2,6
"1085","M078144","0001","Absent","No","Lazy","Hot dogs visible",7,1,2,1
"1086","M078144","1000","Hot dogs","No","Lazy","Pizza visible",7,1,3,2
"1087","M078144","1011","Hot dogs","No","Sporty","Hot dogs visible",6,7,2,3
"1088","M078144","0011","Absent","No","Sporty","Hot dogs visible",3,6,3,5
"1089","M030284","0000","Absent","No","Lazy","Pizza visible",7,1,4,2
"1090","M030284","0001","Absent","No","Lazy","Hot dogs visible",5,1,4,3
"1091","M030284","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,3,1
"1092","M030284","1010","Hot dogs","No","Sporty","Pizza visible",2,1,6,6
"1093","M030284","0011","Absent","No","Sporty","Hot dogs visible",5,6,4,6
"1094","M030284","1100","Hot dogs","Yes","Lazy","Pizza visible",4,1,5,3
"1095","M030284","1111","Hot dogs","Yes","Sporty","Hot dogs visible",4,6,2,2
"1096","M030284","1000","Hot dogs","No","Lazy","Pizza visible",4,1,4,2
"1097","M030284","1001","Hot dogs","No","Lazy","Hot dogs visible",6,1,1,1
"1098","M030284","1011","Hot dogs","No","Sporty","Hot dogs visible",5,3,1,2
"1099","M030284","0110","Absent","Yes","Sporty","Pizza visible",1,5,5,6
"1100","M030284","1101","Hot dogs","Yes","Lazy","Hot dogs visible",6,1,2,1
"1101","M030284","1110","Hot dogs","Yes","Sporty","Pizza visible",1,1,5,6
"1102","M030284","0010","Absent","No","Sporty","Pizza visible",2,4,4,5
"1103","M030284","0100","Absent","Yes","Lazy","Pizza visible",6,1,4,1
"1104","M030284","0111","Absent","Yes","Sporty","Hot dogs visible",4,5,5,5
"1105","M028858","1011","Hot dogs","No","Sporty","Hot dogs visible",6,3,2,4
"1106","M028858","0001","Absent","No","Lazy","Hot dogs visible",6,1,3,2
"1107","M028858","0011","Absent","No","Sporty","Hot dogs visible",4,4,3,3
"1108","M028858","1010","Hot dogs","No","Sporty","Pizza visible",2,4,4,4
"1109","M028858","1101","Hot dogs","Yes","Lazy","Hot dogs visible",5,2,2,2
"1110","M028858","0111","Absent","Yes","Sporty","Hot dogs visible",2,5,2,3
"1111","M028858","0010","Absent","No","Sporty","Pizza visible",2,4,3,5
"1112","M028858","1000","Hot dogs","No","Lazy","Pizza visible",2,1,5,2
"1113","M028858","0101","Absent","Yes","Lazy","Hot dogs visible",5,1,4,2
"1114","M028858","0000","Absent","No","Lazy","Pizza visible",6,1,5,2
"1115","M028858","0110","Absent","Yes","Sporty","Pizza visible",3,6,4,5
"1116","M028858","1100","Hot dogs","Yes","Lazy","Pizza visible",4,1,6,2
"1117","M028858","1001","Hot dogs","No","Lazy","Hot dogs visible",7,2,3,3
"1118","M028858","1111","Hot dogs","Yes","Sporty","Hot dogs visible",3,6,3,3
"1119","M028858","0100","Absent","Yes","Lazy","Pizza visible",6,1,5,2
"1120","M028858","1110","Hot dogs","Yes","Sporty","Pizza visible",2,4,5,6
"1121","M048358","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,1,2
"1122","M048358","0011","Absent","No","Sporty","Hot dogs visible",1,1,1,1
"1123","M048358","0000","Absent","No","Lazy","Pizza visible",7,1,4,2
"1124","M048358","1001","Hot dogs","No","Lazy","Hot dogs visible",7,2,2,2
"1125","M048358","1110","Hot dogs","Yes","Sporty","Pizza visible",1,1,7,1
"1126","M048358","0110","Absent","Yes","Sporty","Pizza visible",5,2,4,1
"1127","M048358","0100","Absent","Yes","Lazy","Pizza visible",7,1,4,1
"1128","M048358","0101","Absent","Yes","Lazy","Hot dogs visible",6,1,5,2
"1129","M048358","0001","Absent","No","Lazy","Hot dogs visible",7,2,5,2
"1130","M048358","1011","Hot dogs","No","Sporty","Hot dogs visible",6,1,4,1
"1131","M048358","1010","Hot dogs","No","Sporty","Pizza visible",5,0,4,4
"1132","M048358","0111","Absent","Yes","Sporty","Hot dogs visible",6,2,5,2
"1133","M048358","1100","Hot dogs","Yes","Lazy","Pizza visible",1,1,6,1
"1134","M048358","1111","Hot dogs","Yes","Sporty","Hot dogs visible",7,3,1,3
"1135","M048358","1000","Hot dogs","No","Lazy","Pizza visible",2,2,5,1
"1136","M048358","0010","Absent","No","Sporty","Pizza visible",5,4,5,4
"1137","M072898","1011","Hot dogs","No","Sporty","Hot dogs visible",7,4,3,2
"1138","M072898","1110","Hot dogs","Yes","Sporty","Pizza visible",7,1,6,3
"1139","M072898","0001","Absent","No","Lazy","Hot dogs visible",6,2,3,2
"1140","M072898","0101","Absent","Yes","Lazy","Hot dogs visible",6,1,4,3
"1141","M072898","0000","Absent","No","Lazy","Pizza visible",7,1,3,3
"1142","M072898","1000","Hot dogs","No","Lazy","Pizza visible",7,1,5,3
"1143","M072898","0111","Absent","Yes","Sporty","Hot dogs visible",4,3,5,2
"1144","M072898","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,4,3
"1145","M072898","1010","Hot dogs","No","Sporty","Pizza visible",4,5,6,4
"1146","M072898","0110","Absent","Yes","Sporty","Pizza visible",4,5,4,4
"1147","M072898","0011","Absent","No","Sporty","Hot dogs visible",4,5,4,5
"1148","M072898","0100","Absent","Yes","Lazy","Pizza visible",7,1,6,2
"1149","M072898","1111","Hot dogs","Yes","Sporty","Hot dogs visible",3,6,4,5
"1150","M072898","1100","Hot dogs","Yes","Lazy","Pizza visible",3,1,7,2
"1151","M072898","0010","Absent","No","Sporty","Pizza visible",5,5,5,5
"1152","M072898","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,2,1
"1153","M058012","1011","Hot dogs","No","Sporty","Hot dogs visible",6,4,2,2
"1154","M058012","0011","Absent","No","Sporty","Hot dogs visible",4,4,4,4
"1155","M058012","1000","Hot dogs","No","Lazy","Pizza visible",5,2,5,4
"1156","M058012","0111","Absent","Yes","Sporty","Hot dogs visible",5,4,5,4
"1157","M058012","0100","Absent","Yes","Lazy","Pizza visible",5,2,5,2
"1158","M058012","0101","Absent","Yes","Lazy","Hot dogs visible",5,2,5,2
"1159","M058012","1111","Hot dogs","Yes","Sporty","Hot dogs visible",6,4,2,2
"1160","M058012","1010","Hot dogs","No","Sporty","Pizza visible",3,2,5,4
"1161","M058012","0000","Absent","No","Lazy","Pizza visible",5,4,4,4
"1162","M058012","0010","Absent","No","Sporty","Pizza visible",4,4,4,4
"1163","M058012","1101","Hot dogs","Yes","Lazy","Hot dogs visible",6,2,2,2
"1164","M058012","0110","Absent","Yes","Sporty","Pizza visible",5,3,4,3
"1165","M058012","1100","Hot dogs","Yes","Lazy","Pizza visible",3,1,5,2
"1166","M058012","1110","Hot dogs","Yes","Sporty","Pizza visible",3,2,5,3
"1167","M058012","1001","Hot dogs","No","Lazy","Hot dogs visible",5,2,2,2
"1168","M058012","0001","Absent","No","Lazy","Hot dogs visible",4,2,4,3
"1169","M033527","1110","Hot dogs","Yes","Sporty","Pizza visible",1,1,6,7
"1170","M033527","1100","Hot dogs","Yes","Lazy","Pizza visible",1,1,7,1
"1171","M033527","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,6,1
"1172","M033527","0111","Absent","Yes","Sporty","Hot dogs visible",4,7,4,6
"1173","M033527","0010","Absent","No","Sporty","Pizza visible",4,4,4,4
"1174","M033527","0001","Absent","No","Lazy","Hot dogs visible",7,1,2,1
"1175","M033527","1011","Hot dogs","No","Sporty","Hot dogs visible",6,5,4,4
"1176","M033527","1010","Hot dogs","No","Sporty","Pizza visible",2,1,6,3
"1177","M033527","0011","Absent","No","Sporty","Hot dogs visible",4,4,4,4
"1178","M033527","0110","Absent","Yes","Sporty","Pizza visible",2,6,4,6
"1179","M033527","0000","Absent","No","Lazy","Pizza visible",7,1,2,1
"1180","M033527","1000","Hot dogs","No","Lazy","Pizza visible",4,2,3,1
"1181","M033527","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,2,1
"1182","M033527","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,1,1
"1183","M033527","0100","Absent","Yes","Lazy","Pizza visible",7,1,5,1
"1184","M033527","1111","Hot dogs","Yes","Sporty","Hot dogs visible",5,7,2,3
"1185","M016668","0000","Absent","No","Lazy","Pizza visible",7,1,3,1
"1186","M016668","1000","Hot dogs","No","Lazy","Pizza visible",6,1,4,1
"1187","M016668","0011","Absent","No","Sporty","Hot dogs visible",7,4,5,4
"1188","M016668","0100","Absent","Yes","Lazy","Pizza visible",7,1,3,1
"1189","M016668","0110","Absent","Yes","Sporty","Pizza visible",4,3,6,4
"1190","M016668","1010","Hot dogs","No","Sporty","Pizza visible",3,1,5,4
"1191","M016668","1100","Hot dogs","Yes","Lazy","Pizza visible",6,1,6,1
"1192","M016668","1111","Hot dogs","Yes","Sporty","Hot dogs visible",7,1,3,1
"1193","M016668","0001","Absent","No","Lazy","Hot dogs visible",7,1,4,1
"1194","M016668","1110","Hot dogs","Yes","Sporty","Pizza visible",1,1,7,4
"1195","M016668","0010","Absent","No","Sporty","Pizza visible",4,4,5,5
"1196","M016668","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,1,1
"1197","M016668","1011","Hot dogs","No","Sporty","Hot dogs visible",7,3,1,1
"1198","M016668","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,4,1
"1199","M016668","0111","Absent","Yes","Sporty","Hot dogs visible",4,2,5,3
"1200","M016668","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,4,1
"1201","M084155","1110","Hot dogs","Yes","Sporty","Pizza visible",1,4,7,6
"1202","M084155","0001","Absent","No","Lazy","Hot dogs visible",7,1,6,3
"1203","M084155","1011","Hot dogs","No","Sporty","Hot dogs visible",3,7,7,7
"1204","M084155","1000","Hot dogs","No","Lazy","Pizza visible",7,1,4,5
"1205","M084155","1100","Hot dogs","Yes","Lazy","Pizza visible",7,1,6,1
"1206","M084155","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,5,1
"1207","M084155","0011","Absent","No","Sporty","Hot dogs visible",1,7,3,6
"1208","M084155","1010","Hot dogs","No","Sporty","Pizza visible",1,6,4,7
"1209","M084155","0010","Absent","No","Sporty","Pizza visible",1,7,3,6
"1210","M084155","0111","Absent","Yes","Sporty","Hot dogs visible",2,7,3,6
"1211","M084155","0110","Absent","Yes","Sporty","Pizza visible",1,7,3,5
"1212","M084155","0000","Absent","No","Lazy","Pizza visible",7,1,2,1
"1213","M084155","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,3,1
"1214","M084155","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,1,2
"1215","M084155","0100","Absent","Yes","Lazy","Pizza visible",7,1,3,1
"1216","M084155","1111","Hot dogs","Yes","Sporty","Hot dogs visible",2,7,1,3
"1217","M003175","0011","Absent","No","Sporty","Hot dogs visible",6,6,6,3
"1218","M003175","0110","Absent","Yes","Sporty","Pizza visible",3,1,6,1
"1219","M003175","1100","Hot dogs","Yes","Lazy","Pizza visible",1,1,7,1
"1220","M003175","1110","Hot dogs","Yes","Sporty","Pizza visible",2,2,6,4
"1221","M003175","0111","Absent","Yes","Sporty","Hot dogs visible",5,2,5,5
"1222","M003175","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,2,2
"1223","M003175","0010","Absent","No","Sporty","Pizza visible",2,6,5,7
"1224","M003175","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,2,1
"1225","M003175","0101","Absent","Yes","Lazy","Hot dogs visible",6,1,6,1
"1226","M003175","1011","Hot dogs","No","Sporty","Hot dogs visible",2,7,2,1
"1227","M003175","1000","Hot dogs","No","Lazy","Pizza visible",2,3,6,4
"1228","M003175","1010","Hot dogs","No","Sporty","Pizza visible",1,3,5,6
"1229","M003175","0100","Absent","Yes","Lazy","Pizza visible",7,1,6,1
"1230","M003175","1111","Hot dogs","Yes","Sporty","Hot dogs visible",3,5,1,2
"1231","M003175","0001","Absent","No","Lazy","Hot dogs visible",7,1,4,1
"1232","M003175","0000","Absent","No","Lazy","Pizza visible",7,1,5,2
"1233","M030104","1101","Hot dogs","Yes","Lazy","Hot dogs visible",5,1,4,2
"1234","M030104","1000","Hot dogs","No","Lazy","Pizza visible",7,1,3,1
"1235","M030104","0111","Absent","Yes","Sporty","Hot dogs visible",7,1,4,4
"1236","M030104","1110","Hot dogs","Yes","Sporty","Pizza visible",6,1,4,1
"1237","M030104","1111","Hot dogs","Yes","Sporty","Hot dogs visible",7,1,4,1
"1238","M030104","0011","Absent","No","Sporty","Hot dogs visible",7,1,4,1
"1239","M030104","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,2,1
"1240","M030104","0110","Absent","Yes","Sporty","Pizza visible",7,1,5,1
"1241","M030104","0001","Absent","No","Lazy","Hot dogs visible",7,2,6,6
"1242","M030104","1010","Hot dogs","No","Sporty","Pizza visible",7,1,4,2
"1243","M030104","1100","Hot dogs","Yes","Lazy","Pizza visible",4,1,6,3
"1244","M030104","0010","Absent","No","Sporty","Pizza visible",7,1,4,4
"1245","M030104","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,4,1
"1246","M030104","0000","Absent","No","Lazy","Pizza visible",7,1,4,1
"1247","M030104","1011","Hot dogs","No","Sporty","Hot dogs visible",5,1,4,1
"1248","M030104","0100","Absent","Yes","Lazy","Pizza visible",7,1,4,1
"1249","M879835","0101","Absent","Yes","Lazy","Hot dogs visible",5,2,5,3
"1250","M879835","1001","Hot dogs","No","Lazy","Hot dogs visible",4,3,7,5
"1251","M879835","0111","Absent","Yes","Sporty","Hot dogs visible",5,2,5,3
"1252","M879835","0011","Absent","No","Sporty","Hot dogs visible",3,1,7,4
"1253","M879835","1101","Hot dogs","Yes","Lazy","Hot dogs visible",5,2,3,4
"1254","M879835","0001","Absent","No","Lazy","Hot dogs visible",5,2,5,3
"1255","M879835","1011","Hot dogs","No","Sporty","Hot dogs visible",6,1,7,3
"1256","M879835","1110","Hot dogs","Yes","Sporty","Pizza visible",7,3,3,2
"1257","M879835","1100","Hot dogs","Yes","Lazy","Pizza visible",6,1,5,2
"1258","M879835","0000","Absent","No","Lazy","Pizza visible",7,5,5,2
"1259","M879835","1000","Hot dogs","No","Lazy","Pizza visible",7,4,4,3
"1260","M879835","0110","Absent","Yes","Sporty","Pizza visible",5,5,5,2
"1261","M879835","1111","Hot dogs","Yes","Sporty","Hot dogs visible",5,2,5,6
"1262","M879835","0010","Absent","No","Sporty","Pizza visible",7,1,4,3
"1263","M879835","0100","Absent","Yes","Lazy","Pizza visible",7,2,3,2
"1264","M879835","1010","Hot dogs","No","Sporty","Pizza visible",7,2,2,4
"1265","M957429","0010","Absent","No","Sporty","Pizza visible",6,1,1,3
"1266","M957429","0101","Absent","Yes","Lazy","Hot dogs visible",7,2,2,1
"1267","M957429","1110","Hot dogs","Yes","Sporty","Pizza visible",4,3,5,4
"1268","M957429","0111","Absent","Yes","Sporty","Hot dogs visible",6,4,5,4
"1269","M957429","0001","Absent","No","Lazy","Hot dogs visible",6,2,3,2
"1270","M957429","1011","Hot dogs","No","Sporty","Hot dogs visible",7,1,2,2
"1271","M957429","0000","Absent","No","Lazy","Pizza visible",6,2,2,3
"1272","M957429","1010","Hot dogs","No","Sporty","Pizza visible",3,2,7,5
"1273","M957429","1100","Hot dogs","Yes","Lazy","Pizza visible",4,3,6,5
"1274","M957429","0011","Absent","No","Sporty","Hot dogs visible",5,2,3,3
"1275","M957429","1001","Hot dogs","No","Lazy","Hot dogs visible",6,2,2,1
"1276","M957429","0110","Absent","Yes","Sporty","Pizza visible",3,4,4,4
"1277","M957429","1111","Hot dogs","Yes","Sporty","Hot dogs visible",5,2,3,2
"1278","M957429","1000","Hot dogs","No","Lazy","Pizza visible",4,2,4,2
"1279","M957429","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,2,1
"1280","M957429","0100","Absent","Yes","Lazy","Pizza visible",6,2,4,2
"1281","M682432","0010","Absent","No","Sporty","Pizza visible",7,5,3,1
"1282","M682432","1110","Hot dogs","Yes","Sporty","Pizza visible",1,1,7,1
"1283","M682432","0001","Absent","No","Lazy","Hot dogs visible",7,1,2,1
"1284","M682432","1100","Hot dogs","Yes","Lazy","Pizza visible",5,1,5,1
"1285","M682432","1000","Hot dogs","No","Lazy","Pizza visible",5,1,5,1
"1286","M682432","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,1,1
"1287","M682432","0000","Absent","No","Lazy","Pizza visible",7,1,1,1
"1288","M682432","0110","Absent","Yes","Sporty","Pizza visible",3,5,3,5
"1289","M682432","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,2,1
"1290","M682432","1010","Hot dogs","No","Sporty","Pizza visible",2,1,5,4
"1291","M682432","1111","Hot dogs","Yes","Sporty","Hot dogs visible",7,5,1,1
"1292","M682432","0111","Absent","Yes","Sporty","Hot dogs visible",6,5,5,4
"1293","M682432","0100","Absent","Yes","Lazy","Pizza visible",7,1,1,1
"1294","M682432","1011","Hot dogs","No","Sporty","Hot dogs visible",7,4,1,1
"1295","M682432","0011","Absent","No","Sporty","Hot dogs visible",5,4,1,2
"1296","M682432","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,1,1
"1297","M803937","1110","Hot dogs","Yes","Sporty","Pizza visible",1,4,3,7
"1298","M803937","0110","Absent","Yes","Sporty","Pizza visible",3,4,3,5
"1299","M803937","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,1,1
"1300","M803937","1111","Hot dogs","Yes","Sporty","Hot dogs visible",4,7,1,1
"1301","M803937","0001","Absent","No","Lazy","Hot dogs visible",7,1,1,1
"1302","M803937","1100","Hot dogs","Yes","Lazy","Pizza visible",1,1,7,1
"1303","M803937","0100","Absent","Yes","Lazy","Pizza visible",3,1,6,1
"1304","M803937","0010","Absent","No","Sporty","Pizza visible",3,0,3,5
"1305","M803937","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,1,1
"1306","M803937","0000","Absent","No","Lazy","Pizza visible",7,1,1,1
"1307","M803937","1000","Hot dogs","No","Lazy","Pizza visible",7,1,1,1
"1308","M803937","1010","Hot dogs","No","Sporty","Pizza visible",3,6,3,6
"1309","M803937","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,2,1
"1310","M803937","0011","Absent","No","Sporty","Hot dogs visible",3,7,3,4
"1311","M803937","0111","Absent","Yes","Sporty","Hot dogs visible",3,6,3,5
"1312","M803937","1011","Hot dogs","No","Sporty","Hot dogs visible",3,6,3,1
"1313","M070070","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,3,1
"1314","M070070","0110","Absent","Yes","Sporty","Pizza visible",5,6,4,5
"1315","M070070","1100","Hot dogs","Yes","Lazy","Pizza visible",7,1,5,1
"1316","M070070","1000","Hot dogs","No","Lazy","Pizza visible",7,1,5,3
"1317","M070070","0000","Absent","No","Lazy","Pizza visible",7,1,3,2
"1318","M070070","0010","Absent","No","Sporty","Pizza visible",6,4,5,4
"1319","M070070","1111","Hot dogs","Yes","Sporty","Hot dogs visible",5,6,3,2
"1320","M070070","1011","Hot dogs","No","Sporty","Hot dogs visible",6,6,1,2
"1321","M070070","0111","Absent","Yes","Sporty","Hot dogs visible",2,6,3,6
"1322","M070070","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,6,1
"1323","M070070","0011","Absent","No","Sporty","Hot dogs visible",3,5,3,5
"1324","M070070","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,3,3,2
"1325","M070070","1110","Hot dogs","Yes","Sporty","Pizza visible",1,2,6,6
"1326","M070070","0100","Absent","Yes","Lazy","Pizza visible",7,1,5,1
"1327","M070070","0001","Absent","No","Lazy","Hot dogs visible",7,1,3,1
"1328","M070070","1010","Hot dogs","No","Sporty","Pizza visible",6,4,4,4
"1329","M452275","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,2,2,2
"1330","M452275","1100","Hot dogs","Yes","Lazy","Pizza visible",4,1,6,2
"1331","M452275","1001","Hot dogs","No","Lazy","Hot dogs visible",6,3,5,2
"1332","M452275","1111","Hot dogs","Yes","Sporty","Hot dogs visible",5,5,2,3
"1333","M452275","0000","Absent","No","Lazy","Pizza visible",7,1,2,1
"1334","M452275","0011","Absent","No","Sporty","Hot dogs visible",5,4,4,3
"1335","M452275","0110","Absent","Yes","Sporty","Pizza visible",4,6,6,5
"1336","M452275","0010","Absent","No","Sporty","Pizza visible",4,5,3,3
"1337","M452275","1011","Hot dogs","No","Sporty","Hot dogs visible",5,4,4,4
"1338","M452275","1110","Hot dogs","Yes","Sporty","Pizza visible",2,2,6,7
"1339","M452275","0001","Absent","No","Lazy","Hot dogs visible",7,1,1,1
"1340","M452275","0100","Absent","Yes","Lazy","Pizza visible",7,2,7,2
"1341","M452275","0111","Absent","Yes","Sporty","Hot dogs visible",6,6,6,6
"1342","M452275","1010","Hot dogs","No","Sporty","Pizza visible",2,3,7,7
"1343","M452275","1000","Hot dogs","No","Lazy","Pizza visible",5,1,3,2
"1344","M452275","0101","Absent","Yes","Lazy","Hot dogs visible",6,2,6,2
"1345","M573510","1111","Hot dogs","Yes","Sporty","Hot dogs visible",6,7,1,2
"1346","M573510","1100","Hot dogs","Yes","Lazy","Pizza visible",4,1,7,2
"1347","M573510","0001","Absent","No","Lazy","Hot dogs visible",7,1,4,1
"1348","M573510","0010","Absent","No","Sporty","Pizza visible",1,7,3,5
"1349","M573510","1010","Hot dogs","No","Sporty","Pizza visible",2,4,4,7
"1350","M573510","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,6,1
"1351","M573510","0100","Absent","Yes","Lazy","Pizza visible",7,1,6,1
"1352","M573510","1110","Hot dogs","Yes","Sporty","Pizza visible",1,3,5,7
"1353","M573510","0011","Absent","No","Sporty","Hot dogs visible",2,6,3,5
"1354","M573510","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,2,1
"1355","M573510","0111","Absent","Yes","Sporty","Hot dogs visible",3,6,3,5
"1356","M573510","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,2,2,1
"1357","M573510","0110","Absent","Yes","Sporty","Pizza visible",1,7,2,5
"1358","M573510","1011","Hot dogs","No","Sporty","Hot dogs visible",2,7,2,3
"1359","M573510","0000","Absent","No","Lazy","Pizza visible",7,1,4,1
"1360","M573510","1000","Hot dogs","No","Lazy","Pizza visible",6,1,5,1
"1361","M215787","1001","Hot dogs","No","Lazy","Hot dogs visible",7,2,4,1
"1362","M215787","0001","Absent","No","Lazy","Hot dogs visible",6,4,6,5
"1363","M215787","1111","Hot dogs","Yes","Sporty","Hot dogs visible",5,2,4,4
"1364","M215787","0011","Absent","No","Sporty","Hot dogs visible",3,3,4,5
"1365","M215787","1101","Hot dogs","Yes","Lazy","Hot dogs visible",3,3,6,2
"1366","M215787","0100","Absent","Yes","Lazy","Pizza visible",7,5,5,5
"1367","M215787","1011","Hot dogs","No","Sporty","Hot dogs visible",4,5,5,5
"1368","M215787","0110","Absent","Yes","Sporty","Pizza visible",3,4,4,4
"1369","M215787","0101","Absent","Yes","Lazy","Hot dogs visible",4,2,6,2
"1370","M215787","0000","Absent","No","Lazy","Pizza visible",6,2,4,2
"1371","M215787","1010","Hot dogs","No","Sporty","Pizza visible",4,3,4,4
"1372","M215787","1000","Hot dogs","No","Lazy","Pizza visible",6,3,4,3
"1373","M215787","1110","Hot dogs","Yes","Sporty","Pizza visible",3,5,4,3
"1374","M215787","0010","Absent","No","Sporty","Pizza visible",3,4,6,2
"1375","M215787","0111","Absent","Yes","Sporty","Hot dogs visible",5,5,5,5
"1376","M215787","1100","Hot dogs","Yes","Lazy","Pizza visible",6,1,4,4
"1377","M887585","0011","Absent","No","Sporty","Hot dogs visible",5,2,5,4
"1378","M887585","1010","Hot dogs","No","Sporty","Pizza visible",4,2,5,3
"1379","M887585","1100","Hot dogs","Yes","Lazy","Pizza visible",5,2,7,1
"1380","M887585","1111","Hot dogs","Yes","Sporty","Hot dogs visible",4,2,4,2
"1381","M887585","1101","Hot dogs","Yes","Lazy","Hot dogs visible",5,1,7,2
"1382","M887585","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,6,2
"1383","M887585","0100","Absent","Yes","Lazy","Pizza visible",7,1,6,2
"1384","M887585","0010","Absent","No","Sporty","Pizza visible",3,3,5,4
"1385","M887585","0111","Absent","Yes","Sporty","Hot dogs visible",5,3,5,4
"1386","M887585","1000","Hot dogs","No","Lazy","Pizza visible",7,1,4,1
"1387","M887585","0110","Absent","Yes","Sporty","Pizza visible",5,3,6,4
"1388","M887585","1011","Hot dogs","No","Sporty","Hot dogs visible",5,2,5,4
"1389","M887585","0000","Absent","No","Lazy","Pizza visible",7,1,5,2
"1390","M887585","0001","Absent","No","Lazy","Hot dogs visible",7,1,6,2
"1391","M887585","1001","Hot dogs","No","Lazy","Hot dogs visible",5,1,6,2
"1392","M887585","1110","Hot dogs","Yes","Sporty","Pizza visible",4,3,2,2
"1393","M057814","1111","Hot dogs","Yes","Sporty","Hot dogs visible",7,5,5,6
"1394","M057814","0101","Absent","Yes","Lazy","Hot dogs visible",5,1,4,3
"1395","M057814","0011","Absent","No","Sporty","Hot dogs visible",6,5,5,7
"1396","M057814","1110","Hot dogs","Yes","Sporty","Pizza visible",1,2,5,6
"1397","M057814","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,1,1
"1398","M057814","0000","Absent","No","Lazy","Pizza visible",7,1,5,1
"1399","M057814","0110","Absent","Yes","Sporty","Pizza visible",3,7,5,6
